2025-07-06 21:51:21 - INFO | Starting Gemini Client...
2025-07-06 21:51:27 - INFO | AFC is enabled with max remote calls: 10.
2025-07-06 21:51:27 - DEBUG | connect_tcp.started host='generativelanguage.googleapis.com' port=443 local_address=None timeout=None socket_options=None
2025-07-06 21:51:33 - DEBUG | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x79a03eb890>
2025-07-06 21:51:33 - DEBUG | start_tls.started ssl_context=<ssl.SSLContext object at 0x79a054d150> server_hostname='generativelanguage.googleapis.com' timeout=None
2025-07-06 21:51:33 - DEBUG | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x79a03eb590>
2025-07-06 21:51:33 - DEBUG | send_request_headers.started request=<Request [b'POST']>
2025-07-06 21:51:33 - DEBUG | send_request_headers.complete
2025-07-06 21:51:33 - DEBUG | send_request_body.started request=<Request [b'POST']>
2025-07-06 21:51:33 - DEBUG | send_request_body.complete
2025-07-06 21:51:33 - DEBUG | receive_response_headers.started request=<Request [b'POST']>
2025-07-06 21:51:34 - DEBUG | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=UTF-8'), (b'Vary', b'Origin'), (b'Vary', b'X-Origin'), (b'Vary', b'Referer'), (b'Content-Encoding', b'gzip'), (b'Date', b'Sun, 06 Jul 2025 20:51:34 GMT'), (b'Server', b'scaffolding on HTTPServer2'), (b'X-XSS-Protection', b'0'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Content-Type-Options', b'nosniff'), (b'Server-Timing', b'gfet4t7; dur=435'), (b'Alt-Svc', b'h3=":443"; ma=2592000,h3-29=":443"; ma=2592000'), (b'Transfer-Encoding', b'chunked')])
2025-07-06 21:51:34 - INFO | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
2025-07-06 21:51:34 - DEBUG | receive_response_body.started request=<Request [b'POST']>
2025-07-06 21:51:34 - DEBUG | receive_response_body.complete
2025-07-06 21:51:34 - DEBUG | response_closed.started
2025-07-06 21:51:34 - DEBUG | response_closed.complete
2025-07-06 21:51:34 - INFO | AFC remote call 1 is done.
2025-07-06 21:52:28 - INFO | AFC is enabled with max remote calls: 10.
2025-07-06 21:52:28 - DEBUG | close.started
2025-07-06 21:52:28 - DEBUG | close.complete
2025-07-06 21:52:28 - DEBUG | connect_tcp.started host='generativelanguage.googleapis.com' port=443 local_address=None timeout=None socket_options=None
2025-07-06 21:52:28 - DEBUG | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x79a0408bc0>
2025-07-06 21:52:28 - DEBUG | start_tls.started ssl_context=<ssl.SSLContext object at 0x79a054d150> server_hostname='generativelanguage.googleapis.com' timeout=None
2025-07-06 21:52:29 - DEBUG | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x79a0408ad0>
2025-07-06 21:52:29 - DEBUG | send_request_headers.started request=<Request [b'POST']>
2025-07-06 21:52:29 - DEBUG | send_request_headers.complete
2025-07-06 21:52:29 - DEBUG | send_request_body.started request=<Request [b'POST']>
2025-07-06 21:52:29 - DEBUG | send_request_body.complete
2025-07-06 21:52:29 - DEBUG | receive_response_headers.started request=<Request [b'POST']>
2025-07-06 21:52:29 - DEBUG | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=UTF-8'), (b'Vary', b'Origin'), (b'Vary', b'X-Origin'), (b'Vary', b'Referer'), (b'Content-Encoding', b'gzip'), (b'Date', b'Sun, 06 Jul 2025 20:52:30 GMT'), (b'Server', b'scaffolding on HTTPServer2'), (b'X-XSS-Protection', b'0'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Content-Type-Options', b'nosniff'), (b'Server-Timing', b'gfet4t7; dur=502'), (b'Alt-Svc', b'h3=":443"; ma=2592000,h3-29=":443"; ma=2592000'), (b'Transfer-Encoding', b'chunked')])
2025-07-06 21:52:29 - INFO | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
2025-07-06 21:52:29 - DEBUG | receive_response_body.started request=<Request [b'POST']>
2025-07-06 21:52:29 - DEBUG | receive_response_body.complete
2025-07-06 21:52:29 - DEBUG | response_closed.started
2025-07-06 21:52:29 - DEBUG | response_closed.complete
2025-07-06 21:52:29 - INFO | AFC remote call 1 is done.
2025-07-06 21:52:29 - INFO | Chat ended successfully.
2025-07-06 21:52:30 - DEBUG | close.started
2025-07-06 21:52:30 - DEBUG | close.complete
2025-07-06 21:54:28 - INFO | Starting Gemini Client...
2025-07-06 21:54:45 - INFO | AFC is enabled with max remote calls: 10.
2025-07-06 21:54:45 - DEBUG | connect_tcp.started host='generativelanguage.googleapis.com' port=443 local_address=None timeout=None socket_options=None
2025-07-06 21:54:45 - DEBUG | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x746dccb440>
2025-07-06 21:54:45 - DEBUG | start_tls.started ssl_context=<ssl.SSLContext object at 0x746de35150> server_hostname='generativelanguage.googleapis.com' timeout=None
2025-07-06 21:54:45 - DEBUG | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x746ddb6720>
2025-07-06 21:54:45 - DEBUG | send_request_headers.started request=<Request [b'POST']>
2025-07-06 21:54:45 - DEBUG | send_request_headers.complete
2025-07-06 21:54:45 - DEBUG | send_request_body.started request=<Request [b'POST']>
2025-07-06 21:54:45 - DEBUG | send_request_body.complete
2025-07-06 21:54:45 - DEBUG | receive_response_headers.started request=<Request [b'POST']>
2025-07-06 21:54:46 - DEBUG | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=UTF-8'), (b'Vary', b'Origin'), (b'Vary', b'X-Origin'), (b'Vary', b'Referer'), (b'Content-Encoding', b'gzip'), (b'Date', b'Sun, 06 Jul 2025 20:54:47 GMT'), (b'Server', b'scaffolding on HTTPServer2'), (b'X-XSS-Protection', b'0'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Content-Type-Options', b'nosniff'), (b'Server-Timing', b'gfet4t7; dur=537'), (b'Alt-Svc', b'h3=":443"; ma=2592000,h3-29=":443"; ma=2592000'), (b'Transfer-Encoding', b'chunked')])
2025-07-06 21:54:46 - INFO | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
2025-07-06 21:54:46 - DEBUG | receive_response_body.started request=<Request [b'POST']>
2025-07-06 21:54:46 - DEBUG | receive_response_body.complete
2025-07-06 21:54:46 - DEBUG | response_closed.started
2025-07-06 21:54:46 - DEBUG | response_closed.complete
2025-07-06 21:54:46 - INFO | AFC remote call 1 is done.
2025-07-06 21:55:04 - INFO | AFC is enabled with max remote calls: 10.
2025-07-06 21:55:04 - DEBUG | close.started
2025-07-06 21:55:04 - DEBUG | close.complete
2025-07-06 21:55:04 - DEBUG | connect_tcp.started host='generativelanguage.googleapis.com' port=443 local_address=None timeout=None socket_options=None
2025-07-06 21:55:04 - DEBUG | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x746dcf07a0>
2025-07-06 21:55:04 - DEBUG | start_tls.started ssl_context=<ssl.SSLContext object at 0x746de35150> server_hostname='generativelanguage.googleapis.com' timeout=None
2025-07-06 21:55:05 - DEBUG | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x746dcf06b0>
2025-07-06 21:55:05 - DEBUG | send_request_headers.started request=<Request [b'POST']>
2025-07-06 21:55:05 - DEBUG | send_request_headers.complete
2025-07-06 21:55:05 - DEBUG | send_request_body.started request=<Request [b'POST']>
2025-07-06 21:55:05 - DEBUG | send_request_body.complete
2025-07-06 21:55:05 - DEBUG | receive_response_headers.started request=<Request [b'POST']>
2025-07-06 21:55:05 - DEBUG | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=UTF-8'), (b'Vary', b'Origin'), (b'Vary', b'X-Origin'), (b'Vary', b'Referer'), (b'Content-Encoding', b'gzip'), (b'Date', b'Sun, 06 Jul 2025 20:55:07 GMT'), (b'Server', b'scaffolding on HTTPServer2'), (b'X-XSS-Protection', b'0'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Content-Type-Options', b'nosniff'), (b'Server-Timing', b'gfet4t7; dur=598'), (b'Alt-Svc', b'h3=":443"; ma=2592000,h3-29=":443"; ma=2592000'), (b'Transfer-Encoding', b'chunked')])
2025-07-06 21:55:05 - INFO | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
2025-07-06 21:55:05 - DEBUG | receive_response_body.started request=<Request [b'POST']>
2025-07-06 21:55:05 - DEBUG | receive_response_body.complete
2025-07-06 21:55:05 - DEBUG | response_closed.started
2025-07-06 21:55:05 - DEBUG | response_closed.complete
2025-07-06 21:55:05 - INFO | AFC remote call 1 is done.
2025-07-06 21:55:05 - INFO | Chat ended successfully.
2025-07-06 21:55:06 - DEBUG | close.started
2025-07-06 21:55:06 - DEBUG | close.complete
2025-07-06 21:57:37 - INFO | Starting Gemini Client...
2025-07-06 21:57:54 - INFO | AFC is enabled with max remote calls: 10.
2025-07-06 21:57:54 - DEBUG | connect_tcp.started host='generativelanguage.googleapis.com' port=443 local_address=None timeout=None socket_options=None
2025-07-06 21:58:05 - DEBUG | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x6ed5730d70>
2025-07-06 21:58:05 - DEBUG | start_tls.started ssl_context=<ssl.SSLContext object at 0x6ed570d150> server_hostname='generativelanguage.googleapis.com' timeout=None
2025-07-06 21:58:05 - DEBUG | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x6ed56f43e0>
2025-07-06 21:58:05 - DEBUG | send_request_headers.started request=<Request [b'POST']>
2025-07-06 21:58:05 - DEBUG | send_request_headers.complete
2025-07-06 21:58:05 - DEBUG | send_request_body.started request=<Request [b'POST']>
2025-07-06 21:58:05 - DEBUG | send_request_body.complete
2025-07-06 21:58:05 - DEBUG | receive_response_headers.started request=<Request [b'POST']>
2025-07-06 21:58:06 - DEBUG | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=UTF-8'), (b'Vary', b'Origin'), (b'Vary', b'X-Origin'), (b'Vary', b'Referer'), (b'Content-Encoding', b'gzip'), (b'Date', b'Sun, 06 Jul 2025 20:58:07 GMT'), (b'Server', b'scaffolding on HTTPServer2'), (b'X-XSS-Protection', b'0'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Content-Type-Options', b'nosniff'), (b'Server-Timing', b'gfet4t7; dur=670'), (b'Alt-Svc', b'h3=":443"; ma=2592000,h3-29=":443"; ma=2592000'), (b'Transfer-Encoding', b'chunked')])
2025-07-06 21:58:06 - INFO | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
2025-07-06 21:58:06 - DEBUG | receive_response_body.started request=<Request [b'POST']>
2025-07-06 21:58:06 - DEBUG | receive_response_body.complete
2025-07-06 21:58:06 - DEBUG | response_closed.started
2025-07-06 21:58:06 - DEBUG | response_closed.complete
2025-07-06 21:58:06 - INFO | AFC remote call 1 is done.
2025-07-06 21:58:56 - INFO | AFC is enabled with max remote calls: 10.
2025-07-06 21:58:56 - DEBUG | close.started
2025-07-06 21:58:57 - DEBUG | close.complete
2025-07-06 21:58:57 - DEBUG | connect_tcp.started host='generativelanguage.googleapis.com' port=443 local_address=None timeout=None socket_options=None
2025-07-06 21:58:57 - DEBUG | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x6ed55cc740>
2025-07-06 21:58:57 - DEBUG | start_tls.started ssl_context=<ssl.SSLContext object at 0x6ed570d150> server_hostname='generativelanguage.googleapis.com' timeout=None
2025-07-06 21:58:57 - DEBUG | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x6ed55cc650>
2025-07-06 21:58:57 - DEBUG | send_request_headers.started request=<Request [b'POST']>
2025-07-06 21:58:57 - DEBUG | send_request_headers.complete
2025-07-06 21:58:57 - DEBUG | send_request_body.started request=<Request [b'POST']>
2025-07-06 21:58:57 - DEBUG | send_request_body.complete
2025-07-06 21:58:57 - DEBUG | receive_response_headers.started request=<Request [b'POST']>
2025-07-06 21:58:58 - DEBUG | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=UTF-8'), (b'Vary', b'Origin'), (b'Vary', b'X-Origin'), (b'Vary', b'Referer'), (b'Content-Encoding', b'gzip'), (b'Date', b'Sun, 06 Jul 2025 20:58:59 GMT'), (b'Server', b'scaffolding on HTTPServer2'), (b'X-XSS-Protection', b'0'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Content-Type-Options', b'nosniff'), (b'Server-Timing', b'gfet4t7; dur=751'), (b'Alt-Svc', b'h3=":443"; ma=2592000,h3-29=":443"; ma=2592000'), (b'Transfer-Encoding', b'chunked')])
2025-07-06 21:58:58 - INFO | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
2025-07-06 21:58:58 - DEBUG | receive_response_body.started request=<Request [b'POST']>
2025-07-06 21:58:58 - DEBUG | receive_response_body.complete
2025-07-06 21:58:58 - DEBUG | response_closed.started
2025-07-06 21:58:58 - DEBUG | response_closed.complete
2025-07-06 21:58:58 - INFO | AFC remote call 1 is done.
2025-07-06 21:58:58 - INFO | Chat ended successfully.
2025-07-06 21:58:58 - DEBUG | close.started
2025-07-06 21:58:58 - DEBUG | close.complete
